;plots;sp;obs;dark07;Predictions.log10MDD
60025;RN03;Cordiera.concolor;0;0;1.590035568
60026;RN03;Cordiera.rigida;0;0;1.590035568
60027;RN03;Cordiera.sessilis;0;0;1.590035568
60028;RN03;Coutarea.hexandra;0;0;2.033641452
60029;RN03;Cratylia.mollis;0;0;1.590035568
60030;RN03;Crotalaria.bahiensis;0;0;1.590035568
60031;RN03;Crotalaria.holosericea;0;1;1.590035568
60032;RN03;Croton.adamantinus;0;0;1.590035568
60033;RN03;Croton.adenocalyx;0;1;1.590035568
60034;RN03;Croton.adenodontus;0;0;1.590035568
60035;RN03;Croton.betaceus;0;0;1.590035568
60036;RN03;Croton.blanchetianus;0;1;1.224017133
60037;RN03;Croton.campestris;0;1;1.590035568
60038;RN03;Croton.conduplicatus;0;0;1.590035568
60039;RN03;Croton.echioides;0;1;1.590035568
60040;RN03;Croton.grewioides;0;0;1.590035568
60041;RN03;Croton.heliotropiifolius;0;0;1.590035568
60042;RN03;Croton.jacobinensis;1;0;1.590035568
60043;RN03;Croton.micans;0;0;1.590035568
60044;RN03;Croton.mollis;0;0;1.590035568
60045;RN03;Croton.nepetifolius;0;0;1.667623016
60046;RN03;Croton.rudolphianus;0;0;1.667623016
60047;RN03;Croton.tricolor;0;0;1.667623016
60048;RN03;Croton.urticifolius;0;0;1.667623016
60049;RN03;Cupania.impressinervia;0;0;1.667623016
60050;RN03;Cuphea.campestris;0;1;1.667623016
60051;RN03;Curatella.americana;0;0;2.349410474
60052;RN03;Cuspidaria.lateriflora;0;1;1.667623016
60053;RN03;Cynophalla.flexuosa;0;1;1.667623016
60054;RN03;Cynophalla.hastata;0;1;1.667623016
60055;RN03;Cyrtocarpa.caatingae;0;0;2.349410474
60056;RN03;Dahlstedtia.araripensis;0;0;1.667623016
60057;RN03;Dalbergia.cearensis;0;0;1.667623016
60058;RN03;Dalbergia.frutescens;0;0;1.667623016
60059;RN03;Desmanthus.virgatus;0;0;1.667623016
60060;RN03;Desmodium.glabrum;0;1;1.667623016
60061;RN03;Dilodendron.bipinnatum;0;0;1.667623016
60062;RN03;Ditaxis.desertorum;0;1;1.667623016
60063;RN03;Ditaxis.malpighiacea;0;1;1.667623016
60064;RN03;Enterolobium.contortisiliquum;0;0;1.667623016
60065;RN03;Enterolobium.timbouva;0;1;1.667623016
60066;RN03;Ephedranthus.pisocarpus;0;0;2.349410474
60067;RN03;Eplingiella.fruticosa;0;0;1.667623016
60068;RN03;Eremanthus.capitatus;0;0;1.667623016
60069;RN03;Erythrina.velutina;0;1;1.667623016
60070;RN03;Erythroxylum.barbatum;0;0;2.349410474
60071;RN03;Erythroxylum.betulaceum;0;0;1.667623016
60072;RN03;Erythroxylum.caatingae;0;1;2.349410474
60073;RN03;Erythroxylum.deciduum;0;0;2.349410474
60074;RN03;Erythroxylum.laetevirens;0;0;1.667623016
60075;RN03;Erythroxylum.maracasense;0;0;2.349410474
60076;RN03;Erythroxylum.pungens;0;1;2.349410474
60077;RN03;Erythroxylum.revolutum;0;0;2.349410474
60078;RN03;Erythroxylum.suberosum;0;0;2.349410474
60079;RN03;Erythroxylum.subrotundum;0;0;2.349410474
60080;RN03;Eugenia.aurata;0;0;2.349410474
60081;RN03;Eugenia.azuruensis;0;0;1.983392038
60082;RN03;Eugenia.candolleana;0;0;2.349410474
60083;RN03;Eugenia.dysenterica;0;0;2.349410474
60084;RN03;Eugenia.flavescens;0;0;2.349410474
60085;RN03;Eugenia.florida;0;0;2.349410474
60086;RN03;Eugenia.ligustrina;0;0;1.983392038
60087;RN03;Eugenia.punicifolia;0;0;1.983392038
60088;RN03;Eugenia.pyriformis;0;1;2.349410474
60089;RN03;Eugenia.stictopetala;0;0;2.349410474
60090;RN03;Eugenia.uniflora;0;0;1.983392038
60091;RN03;Euphorbia.comosa;0;0;1.983392038
60092;RN03;Euphorbia.phosphorea;0;1;1.983392038
60093;RN03;Fraunhofera.multiflora;0;0;1.224017133
60094;RN03;Fridericia.dispar;0;0;1.983392038
60095;RN03;Geoffroea.spinosa;0;0;1.983392038
60096;RN03;Godmania.dardanoi;0;0;1.983392038
60097;RN03;Goniorrhachis.marginata;0;0;1.983392038
60098;RN03;Guapira.graciliflora;0;0;2.349410474
60099;RN03;Guapira.laxa;0;1;2.349410474
60100;RN03;Guapira.noxia;0;1;2.349410474
60101;RN03;Guapira.opposita;0;0;2.349410474
60102;RN03;Guapira.tomentosa;0;0;2.349410474
60103;RN03;Guazuma.ulmifolia;0;1;1.983392038
60104;RN03;Guettarda.angelica;0;1;2.349410474
60105;RN03;Guettarda.platypoda;0;0;1.983392038
60106;RN03;Guettarda.sericea;0;0;1.983392038
60107;RN03;Guettarda.viburnoides;0;0;2.349410474
60108;RN03;Handroanthus.chrysotrichus;0;0;1.983392038
60109;RN03;Handroanthus.heptaphyllus;0;0;1.983392038
60110;RN03;Handroanthus.impetiginosus;0;1;1.983392038
60111;RN03;Handroanthus.ochraceus;0;0;1.983392038
60112;RN03;Handroanthus.serratifolius;0;0;1.983392038
60113;RN03;Handroanthus.spongiosus;0;0;1.983392038
60114;RN03;Harpochilus.neesianus;0;0;1.983392038
60115;RN03;Harrisia.adscendens;0;1;1.983392038
60116;RN03;Helicteres.baruensis;0;1;1.983392038
60117;RN03;Helicteres.brevispira;0;1;1.224017133
60118;RN03;Helicteres.eichleri;0;0;1.983392038
60119;RN03;Helicteres.heptandra;0;0;1.983392038
60120;RN03;Helicteres.muscosa;0;0;1.983392038
60121;RN03;Helicteres.velutina;0;0;1.983392038
60122;RN03;Heteropterys.trichanthera;0;0;1.983392038
60123;RN03;Hexasepalum.apiculatum;0;0;1.983392038
60124;RN03;Hirtella.racemosa;0;0;2.349410474
60125;RN03;Homalolepis.cuneata;0;0;1.983392038
60126;RN03;Hymenaea.courbaril;0;0;1.983392038
60127;RN03;Hymenaea.eriogyne;0;0;2.349410474
60128;RN03;Hymenaea.martiana;0;0;1.983392038
60129;RN03;Hymenaea.stigonocarpa;0;0;1.983392038
60130;RN03;Hymenaea.velutina;0;0;2.349410474
60131;RN03;Ilex.brevicuspis;0;0;1.983392038
60132;RN03;Indigofera.suffruticosa;0;0;1.983392038
60133;RN03;Inga.vera;0;0;1.983392038
60134;RN03;Jacaranda.brasiliana;0;1;1.983392038
60135;RN03;Jacaranda.jasminoides;0;0;1.983392038
60136;RN03;Jacaranda.rugosa;0;0;1.983392038
60137;RN03;Jacaratia.corumbensis;0;0;2.349410474
60138;RN03;Jatropha.mollissima;1;0;1.43022533
60139;RN03;Jatropha.mutabilis;0;0;1.43022533
60140;RN03;Jatropha.ribifolia;0;0;1.983392038
60141;RN03;Justicia.aequilabris;0;0;1.983392038
60142;RN03;Krameria.tomentosa;0;0;1.983392038
60143;RN03;Lachesiodendron.viridiflorum;0;0;1.983392038
60144;RN03;Lafoensia.glyptocarpa;0;0;1.983392038
60145;RN03;Lafoensia.pacari;0;0;1.983392038
60146;RN03;Lantana.canescens;0;0;1.983392038
60147;RN03;Lantana.fucata;0;1;1.983392038
60148;RN03;Lepidaploa.chalybaea;0;0;1.983392038
60149;RN03;Lepidaploa.cotoneaster;0;0;1.983392038
60150;RN03;Leptohyptis.calida;0;0;1.983392038
60151;RN03;Leptoscela.ruellioides;0;0;1.983392038
60152;RN03;Leucochloron.limae;0;0;0.746816729
60153;RN03;Libidibia.ferrea;1;0;1.983392038
60154;RN03;Lindackeria.ovata;0;0;1.983392038
60155;RN03;Lippia.alba;0;0;1.983392038
60156;RN03;Lippia.grata;0;1;1.983392038
60157;RN03;Lippia.origanoides;0;0;1.983392038
60158;RN03;Lonchocarpus.sericeus;0;1;1.983392038
60159;RN03;Luehea.candicans;0;0;2.033641452
60160;RN03;Luehea.divaricata;0;0;1.983392038
60161;RN03;Luehea.grandiflora;0;0;2.033641452
60162;RN03;Luehea.paniculata;0;0;1.983392038
60163;RN03;Luetzelburgia.auriculata;1;0;1.983392038
60164;RN03;Machaerium.acutifolium;0;0;1.983392038
60165;RN03;Machaerium.brasiliense;0;0;2.033641452
60166;RN03;Machaerium.hirtum;0;0;1.983392038
60167;RN03;Machaerium.scleroxylon;0;0;1.983392038
60168;RN03;Machaerium.villosum;0;0;1.983392038
60169;RN03;Machaonia.acuminata;0;1;1.224017133
60170;RN03;Maclura.tinctoria;0;0;2.349410474
60171;RN03;Magonia.pubescens;0;0;1.983392038
60172;RN03;Malvastrum.tomentosum;0;1;1.983392038
60173;RN03;Mandevilla.dardanoi;0;0;1.983392038
60174;RN03;Mandevilla.tenuifolia;0;0;1.983392038
60175;RN03;Manihot.anomala;0;0;2.349410474
60176;RN03;Manihot.caerulescens;0;0;2.349410474
60177;RN03;Manihot.carthagenensis;0;1;2.349410474
60178;RN03;Manihot.dichotoma;0;1;1.983392038
60179;RN03;Manihot.glaziovii;0;1;1.983392038
60180;RN03;Manihot.leptopoda;0;0;1.983392038
60181;RN03;Manilkara.rufula;0;0;1.983392038
60182;RN03;Maprounea.guianensis;0;1;1.983392038
60183;RN03;Marsdenia.loniceroides;0;0;1.983392038
60184;RN03;Medusantha.martiusii;0;0;1.983392038
60185;RN03;Melocactus.zehntneri;0;1;1.983392038
60186;RN03;Melochia.tomentosa;0;0;1.983392038
60187;RN03;Microdesmia.rigida;0;0;1.983392038
60188;RN03;Microstachys.corniculata;0;1;1.983392038
60189;RN03;Microtea.glochidiata;0;0;1.983392038
60190;RN03;Mimosa.acutistipula;0;0;1.224017133
60191;RN03;Mimosa.arenosa;0;0;1.224017133
60192;RN03;Mimosa.caesalpiniifolia;0;1;1.224017133
60193;RN03;Mimosa.hexandra;0;0;1.224017133
60194;RN03;Mimosa.invisa;0;0;1.983392038
60195;RN03;Mimosa.lewisii;0;0;1.983392038
60196;RN03;Mimosa.ophthalmocentra;0;1;1.224017133
60197;RN03;Mimosa.paraibana;0;0;1.983392038
60198;RN03;Mimosa.pigra;0;0;1.983392038
60199;RN03;Mimosa.pteridifolia;0;0;1.224017133
60200;RN03;Mimosa.sensitiva;0;0;2.399659888
60201;RN03;Mimosa.tenuiflora;0;1;1.224017133
60202;RN03;Mimosa.verrucosa;0;0;2.399659888
60203;RN03;Monteverdia.imbricata;0;0;2.399659888
60204;RN03;Monteverdia.obtusifolia;0;0;1.224017133
60205;RN03;Monteverdia.rigida;0;1;1.224017133
60206;RN03;Moquiniastrum.oligocephalum;0;0;2.033641452
60207;RN03;Muellera.campestris;0;1;2.399659888
60208;RN03;Muellera.obtusa;0;1;0.746816729
60209;RN03;Myrcia.guianensis;0;0;2.349410474
60210;RN03;Myrcia.multiflora;0;0;2.349410474
60211;RN03;Myrcia.splendens;0;0;2.399659888
60212;RN03;Myrcia.tomentosa;0;0;2.349410474
60213;RN03;Myriopus.rubicundus;0;1;2.399659888
60214;RN03;Neocalyptrocalyx.longifolium;0;1;2.399659888
60215;RN03;Ouratea.parvifolia;0;0;2.399659888
60216;RN03;Oxalis.psoraleoides;0;0;2.399659888
60217;RN03;Paliavana.tenuiflora;0;0;2.399659888
60218;RN03;Parapiptadenia.zehntneri;0;1;1.224017133
60219;RN03;Parkia.platycephala;0;0;2.399659888
60220;RN03;Pavonia.blanchetiana;0;0;2.399659888
60221;RN03;Pavonia.glazioviana;0;0;2.399659888
60222;RN03;Pavonia.varians;0;0;2.399659888
60223;RN03;Peixotoa.jussieuana;0;0;2.399659888
60224;RN03;Peltogyne.confertiflora;0;0;2.399659888
60225;RN03;Peltogyne.pauciflora;0;0;2.399659888
60226;RN03;Peltophorum.dubium;0;0;2.399659888
60227;RN03;Pereskia.bahiensis;0;0;2.349410474
60228;RN03;Pilocarpus.spicatus;0;0;1.224017133
60229;RN03;Pilosocereus.catingicola;0;0;2.349410474
60230;RN03;Pilosocereus.pachycladus;0;0;2.349410474
60231;RN03;Pilosocereus.piauhyensis;0;0;2.399659888
60232;RN03;Pilosocereus.tuberculatus;0;0;2.399659888
60233;RN03;Piptadenia.retusa;1;0;1.224017133
60234;RN03;Piriqueta.sidifolia;0;0;2.399659888
60235;RN03;Pithecellobium.diversifolium;0;1;2.349410474
60236;RN03;Pityrocarpa.moniliformis;0;0;1.224017133
60237;RN03;Pityrocarpa.obliqua;0;0;2.399659888
60238;RN03;Plathymenia.reticulata;0;1;2.033641452
60239;RN03;Platymiscium.floribundum;0;0;2.399659888
60240;RN03;Platypodium.elegans;0;0;2.715428909
60241;RN03;Pleroma.heteromallum;0;0;2.715428909
60242;RN03;Plumbago.scandens;0;1;2.715428909
60243;RN03;Poecilanthe.ulei;0;1;1.224017133
60244;RN03;Poeppigia.procera;0;0;2.715428909
60245;RN03;Prockia.crucis;0;1;2.349410474
60246;RN03;Pseudobombax.longiflorum;0;0;2.715428909
60247;RN03;Pseudobombax.marginatum;0;1;2.715428909
60248;RN03;Pseudobombax.simplicifolium;0;0;2.715428909
60249;RN03;Psidium.appendiculatum;0;0;2.715428909
60250;RN03;Psidium.myrtoides;0;0;2.715428909
60251;RN03;Psidium.schenckianum;0;0;2.349410474
60252;RN03;Pterocarpus.villosus;0;0;2.715428909
60253;RN03;Pterodon abruptus (Moric.) Benth.;0;0;NA
60254;RN03;Pterogyne.nitens;0;0;2.715428909
60255;RN03;Ptilochaeta.bahiensis;0;1;2.715428909
60256;RN03;Qualea.grandiflora;0;0;2.033641452
60257;RN03;Qualea.parviflora;0;1;2.033641452
60258;RN03;Randia.armata;0;0;2.349410474
60259;RN03;Rhamnidium.elaeocarpum;0;0;2.715428909
60260;RN03;Rhamnidium.molle;0;1;2.349410474
60261;RN03;Ruellia.asperula;0;1;2.715428909
60262;RN03;Ruellia.bahiensis;0;0;2.715428909
60263;RN03;Ruellia.geminiflora;0;0;2.715428909
60264;RN03;Ruellia.paniculata;0;1;2.715428909
60265;RN03;Ruprechtia.laxiflora;0;0;2.715428909
60266;RN03;Sapindus.saponaria;0;1;2.715428909
60267;RN03;Sapium.argutum;0;0;2.349410474
60268;RN03;Sapium.glandulosum;0;1;2.349410474
60269;RN03;Sarcomphalus.joazeiro;1;0;2.715428909
60270;RN03;Schinopsis.brasiliensis;0;1;2.715428909
60271;RN03;Schinus.terebinthifolia;0;0;2.349410474
60272;RN03;Schoepfia.brasiliensis;0;0;2.349410474
60273;RN03;Sebastiania.brasiliensis;0;0;2.349410474
60274;RN03;Sebastiania.macrocarpa;0;1;2.349410474
60275;RN03;Senegalia.bahiensis;0;0;1.224017133
60276;RN03;Senegalia.langsdorffii;0;0;1.224017133
60277;RN03;Senegalia.martii;0;0;1.224017133
60278;RN03;Senegalia.piauhiensis;0;0;1.224017133
60279;RN03;Senegalia.polyphylla;0;0;1.224017133
60280;RN03;Senegalia.riparia;0;0;2.715428909
60281;RN03;Senegalia.tenuifolia;0;1;2.715428909
60282;RN03;Senna.acuruensis;0;0;1.224017133
60283;RN03;Senna.alata;0;0;1.224017133
60284;RN03;Senna.aurantia;0;0;2.715428909
60285;RN03;Senna.cana;0;0;2.349410474
60286;RN03;Senna.cearensis;0;0;1.224017133
60287;RN03;Senna.gardneri;0;0;1.224017133
60288;RN03;Senna.macranthera;0;0;2.349410474
60289;RN03;Senna.martiana;0;1;2.715428909
60290;RN03;Senna.occidentalis;0;1;2.715428909
60291;RN03;Senna.rizzinii;0;0;2.715428909
60292;RN03;Senna.spectabilis;0;1;2.715428909
60293;RN03;Senna.splendida;0;0;2.715428909
60294;RN03;Senna.trachypus;0;0;1.224017133
60295;RN03;Sesbania.exasperata;0;0;2.715428909
60296;RN03;Sida.ciliaris;0;1;2.715428909
60297;RN03;Sida.galheirensis;0;1;2.715428909
60298;RN03;Sida.glomerata;0;1;2.715428909
60299;RN03;Sida.spinosa;0;0;2.715428909
60300;RN03;Sidastrum.paniculatum;0;0;2.715428909
60301;RN03;Sideroxylon.obtusifolium;0;1;2.349410474
60302;RN03;Solanum.crinitum;0;0;2.349410474
60303;RN03;Solanum.gardneri;0;1;2.715428909
60304;RN03;Solanum.megalonyx;0;0;2.715428909
60305;RN03;Solanum.paludosum;0;0;2.715428909
60306;RN03;Solanum.paniculatum;0;0;2.715428909
60307;RN03;Solanum.rhytidoandrum;0;1;2.715428909
60308;RN03;Solanum.stipulaceum;0;0;2.349410474
60309;RN03;Spondias.mombin;0;1;2.715428909
60310;RN03;Spondias.tuberosa;0;1;2.349410474
60311;RN03;Stachytarpheta.coccinea;0;1;2.715428909
60312;RN03;Sterculia.striata;0;0;2.715428909
60313;RN03;Stigmaphyllon.paralias;0;0;2.715428909
60314;RN03;Stillingia.trapezoidea;0;0;2.715428909
60315;RN03;Strychnos.rubiginosa;0;0;2.715428909
60316;RN03;Stylosanthes.humilis;0;0;2.715428909
60317;RN03;Stylosanthes.viscosa;0;0;2.715428909
60318;RN03;Swartzia.flaemingii;0;0;2.715428909
60319;RN03;Sweetia.fruticosa;0;0;2.715428909
60320;RN03;Syagrus.cearensis;0;1;2.715428909
60321;RN03;Syagrus.coronata;0;0;2.715428909
60322;RN03;Syagrus.oleracea;0;0;2.715428909
60323;RN03;Tabebuia.aurea;0;1;2.715428909
60324;RN03;Tabebuia.reticulata;0;0;2.715428909
60325;RN03;Tabebuia.roseoalba;0;0;2.715428909
60326;RN03;Tacinga.inamoena;0;0;2.715428909
60327;RN03;Tacinga.palmadora;0;0;2.715428909
60328;RN03;Talisia.esculenta;0;0;2.715428909
60329;RN03;Terminalia.actinophylla;0;0;2.715428909
60330;RN03;Terminalia.fagifolia;0;0;2.715428909
60331;RN03;Terminalia.tetraphylla;0;0;2.715428909
60332;RN03;Tocoyena.formosa;0;0;2.715428909
60333;RN03;Tocoyena.sellowiana;0;1;2.349410474
60334;RN03;Tragia.volubilis;0;1;2.715428909
60335;RN03;Trema.micrantha;0;0;2.715428909
60336;RN03;Trichilia.elegans;0;0;2.349410474
60337;RN03;Trichilia.hirta;0;0;2.349410474
60338;RN03;Trigonia.nivea;0;0;2.715428909
60339;RN03;Triplaris.gardneriana;0;1;2.715428909
60340;RN03;Trischidium.molle;0;0;1.224017133
60341;RN03;Turnera.blanchetiana;0;0;2.715428909
60342;RN03;Turnera.calyptrocarpa;0;0;2.715428909
60343;RN03;Turnera.cearensis;0;0;2.715428909
60344;RN03;Turnera.diffusa;0;0;2.715428909
60345;RN03;Vachellia.farnesiana;0;1;2.715428909
60346;RN03;Varronia.curassavica;0;0;2.715428909
60347;RN03;Varronia.dardani;0;0;2.715428909
60348;RN03;Varronia.globosa;0;1;2.715428909
60349;RN03;Varronia.leucocephala;0;1;2.715428909
60350;RN03;Varronia.leucomalloides;0;0;2.715428909
60351;RN03;Varronia.multispicata;0;0;2.715428909
60352;RN03;Vatairea.macrocarpa;0;0;2.715428909
60353;RN03;Verbesina.macrophylla;0;0;2.715428909
60354;RN03;Vitex.cymosa;0;0;2.715428909
60355;RN03;Vitex.gardneriana;0;1;2.349410474
60356;RN03;Vitex.polygama;0;0;2.349410474
60357;RN03;Vitex.rufescens;0;0;2.715428909
60358;RN03;Vitex.schaueriana;0;0;2.715428909
60359;RN03;Waltheria.brachypetala;0;0;2.715428909
60360;RN03;Waltheria.ferruginea;0;0;2.715428909
60361;RN03;Waltheria.rotundifolia;0;1;2.715428909
60362;RN03;Wedelia.villosa;0;0;2.715428909
60363;RN03;Wissadula.amplissima;0;1;2.715428909
60364;RN03;Wissadula.contracta;0;1;2.715428909
60365;RN03;Ximenia.americana;0;1;2.349410474
60366;RN03;Ximenia.intermedia;0;0;2.715428909
60367;RN03;Xiquexique.gounellei;0;1;2.715428909
60368;RN03;Xylosma.ciliatifolia;0;0;2.349410474
60369;RN03;Zanthoxylum.hamadryadicum;0;0;2.715428909
60370;RN03;Zanthoxylum.petiolare;0;0;2.715428909
60371;RN03;Zanthoxylum.rhoifolium;0;0;2.715428909
60372;RN03;Zanthoxylum.riedelianum;0;0;2.715428909
60373;RN03;Zanthoxylum.stelligerum;0;0;2.715428909
60374;RN03;Zeyheria.tuberculosa;0;0;2.715428909
60375;RN03;Ziziphus.cotinifolia;0;1;2.715428909
60376;RN04;Acalypha.brasiliensis;0;0;0.857998697
60377;RN04;Aeschynomene.martii;0;0;0.857998697
60378;RN04;Agonandra.brasiliensis;0;0;0.857998697
60379;RN04;Albizia.inundata;0;0;0.857998697
60380;RN04;Albizia.niopoides;0;0;0.857998697
60381;RN04;Albizia.polycephala;0;0;0.857998697
60382;RN04;Alibertia.edulis;0;0;2.349410474
60383;RN04;Allamanda.blanchetii;0;0;0.857998697
60384;RN04;Allophylus.edulis;0;0;2.349410474
60385;RN04;Allophylus.quercifolius;0;1;2.349410474
60386;RN04;Allophylus.racemosus;0;0;2.349410474
60387;RN04;Alseis.floribunda;0;0;0.857998697
60388;RN04;Alternanthera.brasiliana;0;0;0.857998697
60389;RN04;Alternanthera.tenella;0;0;0.857998697
60390;RN04;Amasonia.campestris;0;0;0.857998697
60391;RN04;Amburana.cearensis;1;0;0.857998697
60392;RN04;Anacardium.occidentale;0;0;0.857998697
60393;RN04;Anadenanthera.colubrina;0;1;0.857998697
60394;RN04;Anisacanthus.trilobus;0;0;0.857998697
60395;RN04;Annona.leptopetala;0;0;0.857998697
60396;RN04;Annona.vepretorum;0;1;2.349410474
60397;RN04;Apuleia.leiocarpa;0;0;0.857998697
60398;RN04;Aralia.warmingiana;0;0;0.857998697
60399;RN04;Arrojadoa.rhodantha;0;1;0.857998697
60400;RN04;Aspidosperma.cuspa;0;1;2.033641452
60401;RN04;Aspidosperma.discolor;0;0;0.857998697
60402;RN04;Aspidosperma.multiflorum;0;0;2.033641452
60403;RN04;Aspidosperma.pyrifolium;1;0;0.857998697
60404;RN04;Aspidosperma.subincanum;0;0;0.857998697
60405;RN04;Astronium.fraxinifolium;0;0;0.857998697
60406;RN04;Astronium.urundeuva;0;1;0.857998697
60407;RN04;Averrhoidium.gardnerianum;0;0;2.349410474
60408;RN04;Balfourodendron.molle;0;0;0.857998697
60409;RN04;Barnebya.harleyi;0;0;0.857998697
60410;RN04;Bauhinia.acuruana;0;0;0.857998697
60411;RN04;Bauhinia.cheilantha;0;1;1.224017133
60412;RN04;Bauhinia.dubia;0;0;0.857998697
60413;RN04;Bauhinia.forficata;0;0;0.857998697
60414;RN04;Bauhinia.pentandra;0;0;1.224017133
60415;RN04;Bauhinia.pulchella;0;0;1.224017133
60416;RN04;Bauhinia.subclavata;0;0;0.857998697
60417;RN04;Bauhinia.ungulata;0;0;1.224017133
60418;RN04;Begonia.saxicola;0;0;0.857998697
60419;RN04;Borreria.verticillata;0;0;0.857998697
60420;RN04;Bougainvillea.praecox;0;0;0.857998697
60421;RN04;Bowdichia.virgilioides;0;0;1.224017133
60422;RN04;Brosimum.gaudichaudii;0;0;2.349410474
60423;RN04;Brunfelsia.uniflora;0;1;0.857998697
60424;RN04;Buchenavia.tetraphylla;0;0;0.857998697
60425;RN04;Byrsonima.gardneriana;0;0;2.349410474
60426;RN04;Byrsonima.sericea;0;0;2.349410474
60427;RN04;Byrsonima.vacciniifolia;0;0;2.349410474
60428;RN04;Calliandra.aeschynomenoides;0;0;0.857998697
60429;RN04;Calliandra.depauperata;0;1;0.857998697
60430;RN04;Calliandra.umbellifera;0;0;0.857998697
60431;RN04;Callisthene.fasciculata;0;0;0.857998697
60432;RN04;Callisthene.microphylla;0;0;2.033641452
60433;RN04;Campomanesia.aromatica;0;0;0.857998697
60434;RN04;Campomanesia.eugenioides;0;0;2.349410474
60435;RN04;Campomanesia.velutina;0;1;0.857998697
60436;RN04;Capsicum.parvifolium;0;0;0.857998697
60437;RN04;Casearia.guianensis;0;0;2.349410474
60438;RN04;Casearia.selloana;0;0;2.349410474
60439;RN04;Casearia.sylvestris;0;0;2.349410474
60440;RN04;Cassia.ferruginea;0;0;0.857998697
60441;RN04;Cavanillesia.umbellata;0;0;0.857998697
60442;RN04;Cecropia.pachystachya;0;0;0.857998697
60443;RN04;Cedrela.fissilis;0;0;0.857998697
60444;RN04;Cedrela.odorata;0;0;0.857998697
60445;RN04;Ceiba.glaziovii;0;1;0.857998697
60446;RN04;Ceiba.pubiflora;0;0;0.857998697
60447;RN04;Celtis.brasiliensis;0;0;2.349410474
60448;RN04;Celtis.iguanaea;0;0;2.349410474
60449;RN04;Cenostigma.bracteosum;0;1;1.224017133
60450;RN04;Cenostigma.macrophyllum;0;0;1.224017133
60451;RN04;Cenostigma.microphyllum;0;0;1.224017133
60452;RN04;Cenostigma.nordestinum;0;0;1.224017133
60453;RN04;Cenostigma.pluviosum;0;0;1.224017133
60454;RN04;Cenostigma.pyramidale;1;0;1.224017133
60455;RN04;Centrolobium.sclerophyllum;0;0;0.857998697
60456;RN04;Cereus.albicaulis;0;0;0.857998697
60457;RN04;Cereus.jamacaru;0;1;0.857998697
60458;RN04;Chamaecrista.amiciella;0;0;0.857998697
60459;RN04;Chamaecrista.belemii;0;0;0.857998697
60460;RN04;Chamaecrista.calycioides;0;0;0.857998697
60461;RN04;Chamaecrista.desvauxii;0;0;0.857998697
60462;RN04;Chamaecrista.duckeana;0;0;0.857998697
60463;RN04;Chamaecrista.eitenorum;0;0;1.224017133
60464;RN04;Chamaecrista.flexuosa;0;0;0.857998697
60465;RN04;Chamaecrista.nictitans;0;0;0.857998697
60466;RN04;Chamaecrista.ramosa;0;0;0.857998697
60467;RN04;Chamaecrista.zygophylloides;0;0;0.857998697
60468;RN04;Chiococca.alba;0;0;0.857998697
60469;RN04;Chloroleucon.dumosum;0;1;0.857998697
60470;RN04;Chloroleucon.foliolosum;0;1;1.590035568
60471;RN04;Chloroleucon.mangense;0;0;1.064206894
60472;RN04;Chloroleucon.tortum;0;0;1.064206894
60473;RN04;Chomelia.obtusa;0;0;2.349410474
60474;RN04;Chrysophyllum.marginatum;0;0;2.349410474
60475;RN04;Clidemia.hirta;0;0;1.112835165
60476;RN04;Clusia.nemorosa;0;0;2.349410474
60477;RN04;Cnidoscolus.bahianus;0;0;1.43022533
60478;RN04;Cnidoscolus.oligandrus;0;0;1.590035568
60479;RN04;Cnidoscolus.pubescens;0;0;1.590035568
60480;RN04;Cnidoscolus.quercifolius;0;1;1.43022533
60481;RN04;Cnidoscolus.vitifolius;0;0;1.43022533
60482;RN04;Coccoloba.schwackeana;0;0;2.349410474
60483;RN04;Cochlospermum.regium;0;1;1.590035568
60484;RN04;Cochlospermum.vitifolium;0;1;2.033641452
60485;RN04;Colicodendron.yco;0;1;1.590035568
60486;RN04;Colubrina.cordifolia;0;0;1.224017133
60487;RN04;Combretum.duarteanum;0;0;1.590035568
60488;RN04;Combretum.glaucocarpum;0;0;2.033641452
60489;RN04;Combretum.hilarianum;0;1;1.590035568
60490;RN04;Combretum.lanceolatum;0;0;1.590035568
60491;RN04;Combretum.laxum;0;0;2.033641452
60492;RN04;Combretum.leprosum;0;1;2.033641452
60493;RN04;Combretum.mellifluum;0;0;2.033641452
60494;RN04;Combretum.monetaria;0;1;2.033641452
60495;RN04;Commiphora.leptophloeos;0;1;2.349410474
60496;RN04;Conocliniopsis.prasiifolia;0;0;1.590035568
60497;RN04;Copaifera.coriacea;0;0;2.349410474
60498;RN04;Copaifera.langsdorffii;0;0;1.590035568
60499;RN04;Copaifera.martii;0;0;2.349410474
60500;RN04;Copernicia.prunifera;0;0;1.590035568
60501;RN04;Corchorus.hirtus;0;0;1.590035568
60502;RN04;Cordia.glabrata;0;0;1.590035568
60503;RN04;Cordia.glazioviana;1;0;1.590035568
60504;RN04;Cordia.incognita;0;1;1.590035568
60505;RN04;Cordia.oncocalyx;0;0;1.590035568
60506;RN04;Cordia.rufescens;0;0;1.590035568
60507;RN04;Cordia.trichotoma;0;1;1.590035568
60508;RN04;Cordiera.concolor;0;0;1.590035568
60509;RN04;Cordiera.rigida;0;0;1.590035568
60510;RN04;Cordiera.sessilis;0;0;1.590035568
